name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,ast_seq,code_tokens
org.apache.log4j.AppenderSkeleton,20,1,12,27,31,140,18,9,19,0.879699248,175,1.0,5,0.0,0.2,0,0,7.4,4,1.35,4,PackageDeclaration_org.apache.log4j ClassDeclaration_AppenderSkeleton FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ MethodDeclaration_activateOptions MethodDeclaration_addFilter FormalParameter_newFilter IfStatement_ BlockStatement_ StatementExpression_ BlockStatement_ StatementExpression_ StatementExpression_ MethodDeclaration_append FormalParameter_event MethodDeclaration_clearFilters StatementExpression_ MethodDeclaration_finalize IfStatement_ ReturnStatement_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodDeclaration_getErrorHandler ReturnStatement_ MethodDeclaration_getFilter ReturnStatement_ MethodDeclaration_getFirstFilter ReturnStatement_ MethodDeclaration_getLayout ReturnStatement_ MethodDeclaration_getName ReturnStatement_ MethodDeclaration_getThreshold ReturnStatement_ MethodDeclaration_isAsSevereAsThreshold FormalParameter_priority ReturnStatement_ MethodInvocation_ MethodDeclaration_doAppend FormalParameter_event IfStatement_ BlockStatement_ StatementExpression_ MethodInvocation_ ReturnStatement_ IfStatement_ MethodInvocation_ BlockStatement_ ReturnStatement_ LocalVariableDeclaration_ WhileStatement_ BlockStatement_ SwitchStatement_ MethodInvocation_ ReturnStatement_ BreakStatement_ StatementExpression_ StatementExpression_ MethodInvocation_ MethodDeclaration_setErrorHandler FormalParameter_eh IfStatement_ BlockStatement_ StatementExpression_ MethodInvocation_ BlockStatement_ StatementExpression_ MethodDeclaration_setLayout FormalParameter_layout StatementExpression_ MethodDeclaration_setName FormalParameter_name StatementExpression_ MethodDeclaration_setThreshold FormalParameter_threshold StatementExpression_,"package org apache log4j import org apache log4j Layout import org apache log4j spi Filter import org apache log4j spi ErrorHandler import org apache log4j spi OptionHandler import org apache log4j spi LoggingEvent import org apache log4j helpers OnlyOnceErrorHandler import org apache log4j helpers LogLog public abstract class AppenderSkeleton implements Appender OptionHandler protected Layout layout protected String name protected Priority threshold protected ErrorHandler errorHandler new OnlyOnceErrorHandler protected Filter headFilter protected Filter tailFilter protected boolean closed false public void activateOptions public void addFilter Filter newFilter if headFilter null headFilter tailFilter newFilter else tailFilter next newFilter tailFilter newFilter abstract protected void append LoggingEvent event public void clearFilters headFilter tailFilter null public void finalize if this closed return LogLog debug ""Finalizing appender named ["" name ""]."" close public ErrorHandler getErrorHandler return this errorHandler public Filter getFilter return headFilter public final Filter getFirstFilter return headFilter public Layout getLayout return layout public final String getName return this name public Priority getThreshold return threshold public boolean isAsSevereAsThreshold Priority priority return threshold null priority isGreaterOrEqual threshold public synchronized void doAppend LoggingEvent event if closed LogLog error ""Attempted to append to closed appender named ["" name ""]."" return if isAsSevereAsThreshold event level return Filter f this headFilter FILTER_LOOP while f null switch f decide event case Filter DENY return case Filter ACCEPT break FILTER_LOOP case Filter NEUTRAL f f next this append event public synchronized void setErrorHandler ErrorHandler eh if eh null LogLog warn ""You have tried to set a null error-handler."" else this errorHandler eh public void setLayout Layout layout this layout layout public void setName String name this name name public void setThreshold Priority threshold this threshold threshold"
org.apache.log4j.Level,6,2,0,24,9,0,24,1,4,0.2,146,0.0,7,0.666666667,0.45,0,0,22.16666667,9,3.3333,5,PackageDeclaration_org.apache.log4j ClassDeclaration_Level FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ ConstructorDeclaration_Level FormalParameter_level FormalParameter_levelStr FormalParameter_syslogEquivalent StatementExpression_ MethodDeclaration_toLevel FormalParameter_sArg ReturnStatement_ MethodInvocation_ MethodDeclaration_toLevel FormalParameter_val ReturnStatement_ MethodInvocation_ MethodDeclaration_toLevel FormalParameter_val FormalParameter_defaultLevel SwitchStatement_ ReturnStatement_ ReturnStatement_ ReturnStatement_ ReturnStatement_ ReturnStatement_ ReturnStatement_ ReturnStatement_ ReturnStatement_ MethodDeclaration_toLevel FormalParameter_sArg FormalParameter_defaultLevel IfStatement_ ReturnStatement_ LocalVariableDeclaration_ MethodInvocation_ IfStatement_ MethodInvocation_ ReturnStatement_ IfStatement_ MethodInvocation_ ReturnStatement_ IfStatement_ MethodInvocation_ ReturnStatement_ IfStatement_ MethodInvocation_ ReturnStatement_ IfStatement_ MethodInvocation_ ReturnStatement_ IfStatement_ MethodInvocation_ ReturnStatement_ IfStatement_ MethodInvocation_ ReturnStatement_ ReturnStatement_,"package org apache log4j public class Level extends Priority final static public Level OFF new Level OFF_INT ""OFF"" 0 final static public Level FATAL new Level FATAL_INT ""FATAL"" 0 final static public Level ERROR new Level ERROR_INT ""ERROR"" 3 final static public Level WARN new Level WARN_INT ""WARN"" 4 final static public Level INFO new Level INFO_INT ""INFO"" 6 final static public Level DEBUG new Level DEBUG_INT ""DEBUG"" 7 final static public Level ALL new Level ALL_INT ""ALL"" 7 protected Level int level String levelStr int syslogEquivalent super level levelStr syslogEquivalent public static Level toLevel String sArg return Level toLevel sArg Level DEBUG public static Level toLevel int val return Level toLevel val Level DEBUG public static Level toLevel int val Level defaultLevel switch val case ALL_INT return ALL case DEBUG_INT return Level DEBUG case INFO_INT return Level INFO case WARN_INT return Level WARN case ERROR_INT return Level ERROR case FATAL_INT return Level FATAL case OFF_INT return OFF default return defaultLevel public static Level toLevel String sArg Level defaultLevel if sArg null return defaultLevel String s sArg toUpperCase if s equals ""ALL"" return Level ALL if s equals ""DEBUG"" return Level DEBUG if s equals ""INFO"" return Level INFO if s equals ""WARN"" return Level WARN if s equals ""ERROR"" return Level ERROR if s equals ""FATAL"" return Level FATAL if s equals ""OFF"" return Level OFF return defaultLevel"
org.apache.log4j.helpers.QuietWriter,4,3,2,6,12,0,5,1,4,0.0,57,1.0,1,0.857142857,0.5,2,2,13.0,2,1.0,2,PackageDeclaration_org.apache.log4j.helpers ClassDeclaration_QuietWriter FieldDeclaration_ ConstructorDeclaration_QuietWriter FormalParameter_writer FormalParameter_errorHandler StatementExpression_ StatementExpression_ MethodInvocation_ MethodDeclaration_write FormalParameter_string TryStatement_ StatementExpression_ MethodInvocation_ CatchClause_ CatchClauseParameter_e StatementExpression_ MethodInvocation_ MethodDeclaration_flush TryStatement_ StatementExpression_ MethodInvocation_ CatchClause_ CatchClauseParameter_e StatementExpression_ MethodInvocation_ MethodDeclaration_setErrorHandler FormalParameter_eh IfStatement_ BlockStatement_ ThrowStatement_ BlockStatement_ StatementExpression_,"package org apache log4j helpers import java io Writer import java io FilterWriter import java io IOException import org apache log4j spi ErrorHandler import org apache log4j spi ErrorCode public class QuietWriter extends FilterWriter protected ErrorHandler errorHandler public QuietWriter Writer writer ErrorHandler errorHandler super writer setErrorHandler errorHandler public void write String string try out write string catch IOException e errorHandler error ""Failed to write ["" string ""]."" e ErrorCode WRITE_FAILURE public void flush try out flush catch IOException e errorHandler error ""Failed to flush writer,"" e ErrorCode FLUSH_FAILURE public void setErrorHandler ErrorHandler eh if eh null throw new IllegalArgumentException ""Attempted to set null ErrorHandler."" else this errorHandler eh"
org.apache.log4j.spi.DefaultRepositorySelector,2,1,0,3,3,0,1,2,2,0.0,12,0.0,1,0.0,0.75,0,0,4.5,1,0.5,2,PackageDeclaration_org.apache.log4j.spi ClassDeclaration_DefaultRepositorySelector FieldDeclaration_ ConstructorDeclaration_DefaultRepositorySelector FormalParameter_repository StatementExpression_ MethodDeclaration_getLoggerRepository ReturnStatement_,package org apache log4j spi public class DefaultRepositorySelector implements RepositorySelector final LoggerRepository repository public DefaultRepositorySelector LoggerRepository repository this repository repository public LoggerRepository getLoggerRepository return repository
org.apache.log4j.lf5.util.DateFormatManager,23,1,0,2,32,9,2,0,22,0.420454545,325,1.0,0,0.0,0.326086957,0,0,12.95652174,2,0.8261,3,PackageDeclaration_org.apache.log4j.lf5.util ClassDeclaration_DateFormatManager FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ ConstructorDeclaration_DateFormatManager StatementExpression_ StatementExpression_ MethodInvocation_ ConstructorDeclaration_DateFormatManager FormalParameter_timeZone StatementExpression_ StatementExpression_ StatementExpression_ MethodInvocation_ ConstructorDeclaration_DateFormatManager FormalParameter_locale StatementExpression_ StatementExpression_ StatementExpression_ MethodInvocation_ ConstructorDeclaration_DateFormatManager FormalParameter_pattern StatementExpression_ StatementExpression_ StatementExpression_ MethodInvocation_ ConstructorDeclaration_DateFormatManager FormalParameter_timeZone FormalParameter_locale StatementExpression_ StatementExpression_ StatementExpression_ StatementExpression_ MethodInvocation_ ConstructorDeclaration_DateFormatManager FormalParameter_timeZone FormalParameter_pattern StatementExpression_ StatementExpression_ StatementExpression_ StatementExpression_ MethodInvocation_ ConstructorDeclaration_DateFormatManager FormalParameter_locale FormalParameter_pattern StatementExpression_ StatementExpression_ StatementExpression_ StatementExpression_ MethodInvocation_ ConstructorDeclaration_DateFormatManager FormalParameter_timeZone FormalParameter_locale FormalParameter_pattern StatementExpression_ StatementExpression_ StatementExpression_ StatementExpression_ StatementExpression_ MethodInvocation_ MethodDeclaration_getTimeZone IfStatement_ BlockStatement_ ReturnStatement_ MethodInvocation_ BlockStatement_ ReturnStatement_ MethodDeclaration_setTimeZone FormalParameter_timeZone StatementExpression_ StatementExpression_ MethodInvocation_ MethodDeclaration_getLocale IfStatement_ BlockStatement_ ReturnStatement_ MethodInvocation_ BlockStatement_ ReturnStatement_ MethodDeclaration_setLocale FormalParameter_locale StatementExpression_ StatementExpression_ MethodInvocation_ MethodDeclaration_getPattern ReturnStatement_ MethodDeclaration_setPattern FormalParameter_pattern StatementExpression_ StatementExpression_ MethodInvocation_ MethodDeclaration_getOutputFormat ReturnStatement_ MethodDeclaration_setOutputFormat FormalParameter_pattern StatementExpression_ StatementExpression_ MethodInvocation_ MethodDeclaration_getDateFormatInstance ReturnStatement_ MethodDeclaration_setDateFormatInstance FormalParameter_dateFormat StatementExpression_ MethodDeclaration_format FormalParameter_date ReturnStatement_ MethodInvocation_ MethodInvocation_ MethodDeclaration_format FormalParameter_date FormalParameter_pattern LocalVariableDeclaration_ StatementExpression_ MethodInvocation_ IfStatement_ BlockStatement_ StatementExpression_ MethodInvocation_ StatementExpression_ ReturnStatement_ MethodInvocation_ MethodDeclaration_parse FormalParameter_date ReturnStatement_ MethodInvocation_ MethodInvocation_ MethodDeclaration_parse FormalParameter_date FormalParameter_pattern LocalVariableDeclaration_ StatementExpression_ MethodInvocation_ IfStatement_ BlockStatement_ StatementExpression_ MethodInvocation_ StatementExpression_ ReturnStatement_ MethodInvocation_ MethodDeclaration_configure StatementExpression_ MethodInvocation_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodInvocation_ IfStatement_ BlockStatement_ StatementExpression_,package org apache log4j lf5 util import java text DateFormat import java text ParseException import java text SimpleDateFormat import java util Date import java util Locale import java util TimeZone public class DateFormatManager private TimeZone _timeZone null private Locale _locale null private String _pattern null private DateFormat _dateFormat null public DateFormatManager super configure public DateFormatManager TimeZone timeZone super _timeZone timeZone configure public DateFormatManager Locale locale super _locale locale configure public DateFormatManager String pattern super _pattern pattern configure public DateFormatManager TimeZone timeZone Locale locale super _timeZone timeZone _locale locale configure public DateFormatManager TimeZone timeZone String pattern super _timeZone timeZone _pattern pattern configure public DateFormatManager Locale locale String pattern super _locale locale _pattern pattern configure public DateFormatManager TimeZone timeZone Locale locale String pattern super _timeZone timeZone _locale locale _pattern pattern configure public synchronized TimeZone getTimeZone if _timeZone null return TimeZone getDefault else return _timeZone public synchronized void setTimeZone TimeZone timeZone timeZone timeZone configure public synchronized Locale getLocale if _locale null return Locale getDefault else return _locale public synchronized void setLocale Locale locale _locale locale configure public synchronized String getPattern return _pattern public synchronized void setPattern String pattern _pattern pattern configure public synchronized String getOutputFormat return _pattern public synchronized void setOutputFormat String pattern _pattern pattern configure public synchronized DateFormat getDateFormatInstance return _dateFormat public synchronized void setDateFormatInstance DateFormat dateFormat _dateFormat dateFormat public String format Date date return getDateFormatInstance format date public String format Date date String pattern DateFormat formatter null formatter getDateFormatInstance if formatter instanceof SimpleDateFormat formatter SimpleDateFormat formatter clone SimpleDateFormat formatter applyPattern pattern return formatter format date public Date parse String date throws ParseException return getDateFormatInstance parse date public Date parse String date String pattern throws ParseException DateFormat formatter null formatter getDateFormatInstance if formatter instanceof SimpleDateFormat formatter SimpleDateFormat formatter clone SimpleDateFormat formatter applyPattern pattern return formatter parse date private synchronized void configure _dateFormat SimpleDateFormat getDateTimeInstance DateFormat FULL DateFormat FULL getLocale _dateFormat setTimeZone getTimeZone if _pattern null SimpleDateFormat _dateFormat applyPattern _pattern
org.apache.log4j.performance.NotLogging,8,1,0,6,31,22,0,6,2,0.942857143,325,0.0,7,0.0,0.285714286,0,0,38.375,5,2.0,0,PackageDeclaration_org.apache.log4j.performance ClassDeclaration_NotLogging FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ MethodInvocation_ FieldDeclaration_ MethodInvocation_ FieldDeclaration_ MethodInvocation_ FieldDeclaration_ MethodInvocation_ FieldDeclaration_ MethodInvocation_ FieldDeclaration_ MethodInvocation_ FieldDeclaration_ MethodDeclaration_Usage StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodDeclaration_main FormalParameter_argv IfStatement_ BlockStatement_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ LocalVariableDeclaration_ StatementExpression_ MethodInvocation_ ForStatement_ VariableDeclaration_ BlockStatement_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodInvocation_ StatementExpression_ MethodInvocation_ ForStatement_ VariableDeclaration_ BlockStatement_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodInvocation_ StatementExpression_ MethodInvocation_ ForStatement_ VariableDeclaration_ BlockStatement_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodInvocation_ MethodDeclaration_ProgramInit FormalParameter_args TryStatement_ StatementExpression_ MethodInvocation_ CatchClause_ CatchClauseParameter_e StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ LocalVariableDeclaration_ IfStatement_ MethodInvocation_ BlockStatement_ IfStatement_ MethodInvocation_ BlockStatement_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodInvocation_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodInvocation_ MethodDeclaration_SimpleMessage FormalParameter_category FormalParameter_msg FormalParameter_runLength LocalVariableDeclaration_ MethodInvocation_ ForStatement_ VariableDeclaration_ BlockStatement_ StatementExpression_ MethodInvocation_ ReturnStatement_ MethodInvocation_ MethodDeclaration_FullyOptimizedComplexMessage FormalParameter_category FormalParameter_runLength LocalVariableDeclaration_ MethodInvocation_ ForStatement_ VariableDeclaration_ BlockStatement_ IfStatement_ MethodInvocation_ StatementExpression_ MethodInvocation_ ReturnStatement_ MethodInvocation_ MethodDeclaration_ComplexMessage FormalParameter_category FormalParameter_runLength LocalVariableDeclaration_ MethodInvocation_ ForStatement_ VariableDeclaration_ BlockStatement_ StatementExpression_ MethodInvocation_ ReturnStatement_ MethodInvocation_,"package org apache log4j performance import org apache log4j Category import org apache log4j SimpleLayout import org apache log4j ConsoleAppender import org apache log4j Level public class NotLogging static int runLength final static int INITIAL_HASH_SIZE 101 static String SHORT_MSG ""Hello World"" static Category SHORT_CAT Category getInstance ""A0123456789"" static Category MEDIUM_CAT Category getInstance ""A0123456789.B0123456789"" static Category LONG_CAT Category getInstance ""A0123456789.B0123456789.C0123456789"" static Category INEXISTENT_SHORT_CAT Category getInstance ""I0123456789"" static Category INEXISTENT_MEDIUM_CAT Category getInstance ""I0123456789.B0123456789"" static Category INEXISTENT_LONG_CAT Category getInstance ""I0123456789.B0123456789.C0123456789"" static Category CAT_ARRAY new Category SHORT_CAT MEDIUM_CAT LONG_CAT INEXISTENT_SHORT_CAT INEXISTENT_MEDIUM_CAT INEXISTENT_LONG_CAT static void Usage System err println ""Usage: java org.apache.log4j.test.NotLogging true|false runLength\n"" ""true indicates shipped code, false indicates code in development"" ""  where runLength is an int representing the run length of loops\n"" ""We suggest that runLength be at least 100'000."" System exit 1 public static void main String argv if argv length 2 Usage ProgramInit argv double delta System out println for int i 0 i CAT_ARRAY length i delta SimpleMessage CAT_ARRAY i SHORT_MSG runLength System out println ""Simple argument,          "" delta "" micros. Cat: "" CAT_ARRAY i getName System out println for int i 0 i CAT_ARRAY length i delta FullyOptimizedComplexMessage CAT_ARRAY i runLength System out println ""Fully optimized complex,  "" delta "" micros. Cat: "" CAT_ARRAY i getName System out println for int i 0 i CAT_ARRAY length i delta ComplexMessage CAT_ARRAY i runLength System out println ""Complex message argument, "" delta "" micros. Cat: "" CAT_ARRAY i getName static void ProgramInit String args try runLength Integer parseInt args 1 catch java lang NumberFormatException e System err println e Usage ConsoleAppender appender new ConsoleAppender new SimpleLayout if ""false"" equals args 0 else if ""true"" equals args 0 System out println ""Flagging as shipped code."" Category getDefaultHierarchy setThreshold Level Level WARN else Usage SHORT_CAT setLevel Level Level INFO Category getRoot setLevel Level Level INFO static double SimpleMessage Category category String msg long runLength long before System currentTimeMillis for int i 0 i runLength i category debug msg return System currentTimeMillis before 1000.0 runLength static double FullyOptimizedComplexMessage Category category long runLength long before System currentTimeMillis for int i 0 i runLength i if category isDebugEnabled category debug ""Message"" i "" bottles of beer standing on the wall."" return System currentTimeMillis before 1000.0 runLength static double ComplexMessage Category category long runLength long before System currentTimeMillis for int i 0 i runLength i category debug ""Message"" i "" bottles of beer standing on the wall."" return System currentTimeMillis before 1000.0 runLength"
org.apache.log4j.test.ROFile,7,1,0,2,21,17,0,2,2,0.666666667,90,0.0,1,0.0,0.277777778,0,0,11.57142857,2,1.0,1,PackageDeclaration_org.apache.log4j.test ClassDeclaration_ROFile FieldDeclaration_ MethodInvocation_ MethodInvocation_ MethodDeclaration_main FormalParameter_argv IfStatement_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodDeclaration_Usage FormalParameter_msg StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodDeclaration_init FormalParameter_configFile StatementExpression_ MethodInvocation_ MethodDeclaration_test LocalVariableDeclaration_ StatementExpression_ MethodInvocation_,"package org apache log4j test import org apache log4j PropertyConfigurator import org apache log4j Category public class ROFile static Category cat Category getInstance ROFile class getName public static void main String argv if argv length 1 init argv 0 else Usage ""Wrong number of arguments."" test static void Usage String msg System err println msg System err println ""Usage: java "" ROFile class getName ""configFile"" System exit 1 static void init String configFile PropertyConfigurator configure configFile static void test int i 1 cat debug ""Message "" i"
org.apache.log4j.net.test.SMTPMin,7,1,0,4,32,17,0,4,2,0.666666667,155,0.0,1,0.0,0.277777778,0,0,20.85714286,2,1.0,2,PackageDeclaration_org.apache.log4j.net.test ClassDeclaration_SMTPMin FieldDeclaration_ MethodInvocation_ MethodDeclaration_main FormalParameter_argv IfStatement_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodDeclaration_usage FormalParameter_msg StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodDeclaration_init FormalParameter_configFile StatementExpression_ MethodInvocation_ MethodDeclaration_test LocalVariableDeclaration_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ StatementExpression_ MethodInvocation_ MethodInvocation_ MethodInvocation_,"package org apache log4j net test import org apache log4j public class SMTPMin static Category cat Category getInstance SMTPMin class public static void main String argv if argv length 1 init argv 0 else usage ""Wrong number of arguments."" NDC push ""some context"" test static void usage String msg System err println msg System err println ""Usage: java "" SMTPMin class getName "" configFile"" System exit 1 static void init String configFile PropertyConfigurator configure configFile static void test int i 0 cat debug ""Message "" i cat debug ""Message "" i new Exception ""Just testing."" cat info ""Message "" i cat warn ""Message "" i cat error ""Message "" i cat log Priority FATAL ""Message "" i Category shutdown Thread currentThread getThreadGroup list"
org.apache.log4j.varia.StringMatchFilter,8,2,0,3,13,0,0,3,8,0.821428571,87,0.0,0,0.363636364,0.375,0,0,9.375,5,1.625,3,PackageDeclaration_org.apache.log4j.varia ClassDeclaration_StringMatchFilter FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ FieldDeclaration_ MethodDeclaration_getOptionStrings ReturnStatement_ MethodDeclaration_setOption FormalParameter_key FormalParameter_value IfStatement_ MethodInvocation_ BlockStatement_ StatementExpression_ IfStatement_ MethodInvocation_ BlockStatement_ StatementExpression_ MethodInvocation_ MethodDeclaration_setStringToMatch FormalParameter_s StatementExpression_ MethodDeclaration_getStringToMatch ReturnStatement_ MethodDeclaration_setAcceptOnMatch FormalParameter_acceptOnMatch StatementExpression_ MethodDeclaration_getAcceptOnMatch ReturnStatement_ MethodDeclaration_decide FormalParameter_event LocalVariableDeclaration_ MethodInvocation_ IfStatement_ ReturnStatement_ IfStatement_ MethodInvocation_ BlockStatement_ ReturnStatement_ BlockStatement_ IfStatement_ BlockStatement_ ReturnStatement_ BlockStatement_ ReturnStatement_,"package org apache log4j varia import org apache log4j spi Filter import org apache log4j spi LoggingEvent import org apache log4j helpers OptionConverter public class StringMatchFilter extends Filter public static final String STRING_TO_MATCH_OPTION ""StringToMatch"" public static final String ACCEPT_ON_MATCH_OPTION ""AcceptOnMatch"" boolean acceptOnMatch true String stringToMatch public String getOptionStrings return new String STRING_TO_MATCH_OPTION ACCEPT_ON_MATCH_OPTION public void setOption String key String value if key equalsIgnoreCase STRING_TO_MATCH_OPTION stringToMatch value else if key equalsIgnoreCase ACCEPT_ON_MATCH_OPTION acceptOnMatch OptionConverter toBoolean value acceptOnMatch public void setStringToMatch String s stringToMatch s public String getStringToMatch return stringToMatch public void setAcceptOnMatch boolean acceptOnMatch this acceptOnMatch acceptOnMatch public boolean getAcceptOnMatch return acceptOnMatch public int decide LoggingEvent event String msg event getRenderedMessage if msg null stringToMatch null return Filter NEUTRAL if msg indexOf stringToMatch 1 return Filter NEUTRAL else if acceptOnMatch return Filter ACCEPT else return Filter DENY"
org.apache.log4j.Logger,7,2,2,25,15,21,25,3,4,1.0,47,0.5,0,0.903846154,0.291666667,1,1,5.428571429,1,0.7143,5,PackageDeclaration_org.apache.log4j ClassDeclaration_Logger FieldDeclaration_ MethodInvocation_ ConstructorDeclaration_Logger FormalParameter_name StatementExpression_ MethodDeclaration_getLogger FormalParameter_name ReturnStatement_ MethodInvocation_ MethodDeclaration_getLogger FormalParameter_clazz ReturnStatement_ MethodInvocation_ MethodInvocation_ MethodDeclaration_getRootLogger ReturnStatement_ MethodInvocation_ MethodDeclaration_getLogger FormalParameter_name FormalParameter_factory ReturnStatement_ MethodInvocation_,package org apache log4j import org apache log4j spi LoggerFactory public class Logger extends Category private static final String FQCN Level class getName protected Logger String name super name static public Logger getLogger String name return LogManager getLogger name static public Logger getLogger Class clazz return LogManager getLogger clazz getName public static Logger getRootLogger return LogManager getRootLogger public static Logger getLogger String name LoggerFactory factory return LogManager getLogger name factory
